issue_type,issue_detail,columns_involved,EMP_ID,EMP_NAME,EMAIL,PHONE,SALARY,DEPT_ID,JOIN_DATE
range_violations,Range validation failed for column SALARY,SALARY,1063,Employee_1063,employee1063@example.com,9324570458,-100,11,2020-11-04
range_violations,Range validation failed for column SALARY,SALARY,1064,Employee_1064,employee1064@example.com,9584255952,-100,7,2024-06-05
range_violations,Range validation failed for column SALARY,SALARY,1065,Employee_1065,employee1065@example.com,9485595745,-100,16,2021-04-27
range_violations,Range validation failed for column SALARY,SALARY,1066,Employee_1066,employee1066@example.com,9867076064,-100,20,2024-10-26
range_violations,Range validation failed for column SALARY,SALARY,1067,Employee_1067,employee1067@example.com,9397587807,-100,13,2022-02-10
range_violations,Range validation failed for column SALARY,SALARY,1068,Employee_1068,employee1068@example.com,9426947648,-100,13,2024-06-15
range_violations,Range validation failed for column SALARY,SALARY,1069,Employee_1069,employee1069@example.com,9625266017,-100,18,2023-02-21
range_violations,Range validation failed for column SALARY,SALARY,1070,Employee_1070,employee1070@example.com,9281456387,-100,1,2022-10-25
range_violations,Range validation failed for column SALARY,SALARY,1071,Employee_1071,employee1071@example.com,9929299372,-100,5,2021-08-05
range_violations,Range validation failed for column SALARY,SALARY,1072,Employee_1072,employee1072@example.com,9793146440,-100,7,2021-07-19
range_violations,Range validation failed for column SALARY,SALARY,1073,Employee_1073,employee1073@example.com,9353031653,-100,15,2025-02-20
range_violations,Range validation failed for column SALARY,SALARY,1074,Employee_1074,employee1074@example.com,9716385844,-100,8,2022-07-28
range_violations,Range validation failed for column SALARY,SALARY,1075,Employee_1075,employee1075@example.com,9524685880,-100,4,2020-10-15
range_violations,Range validation failed for column SALARY,SALARY,1076,Employee_1076,employee1076@example.com,9287535909,-100,10,2021-09-30
range_violations,Range validation failed for column SALARY,SALARY,1077,Employee_1077,employee1077@example.com,9992404841,-100,15,2020-12-01
range_violations,Range validation failed for column SALARY,SALARY,1078,Employee_1078,employee1078@example.com,9767797322,-100,5,2023-06-26
range_violations,Range validation failed for column SALARY,SALARY,1079,Employee_1079,employee1079@example.com,9819777974,-100,16,2021-10-05
range_violations,Range validation failed for column SALARY,SALARY,1080,Employee_1080,employee1080@example.com,9261359111,-100,10,2024-09-02
range_violations,Range validation failed for column SALARY,SALARY,1081,Employee_1081,employee1081@example.com,9402571495,-100,3,2025-04-04
range_violations,Range validation failed for column SALARY,SALARY,1082,Employee_1082,employee1082@example.com,9907492104,-100,10,2022-04-05
range_violations,Range validation failed for column SALARY,SALARY,1083,Employee_1083,employee1083@example.com,9250487434,-100,6,2020-01-29
range_violations,Range validation failed for column SALARY,SALARY,1084,Employee_1084,employee1084@example.com,9218297797,-100,13,2024-06-23
range_violations,Range validation failed for column SALARY,SALARY,1085,Employee_1085,employee1085@example.com,9991617266,-100,2,2023-05-08
range_violations,Range validation failed for column SALARY,SALARY,1086,Employee_1086,employee1086@example.com,9815949327,-100,1,2025-01-02
range_violations,Range validation failed for column SALARY,SALARY,1087,Employee_1087,employee1087@example.com,9373782517,-100,15,2022-01-18
range_violations,Range validation failed for column SALARY,SALARY,1088,Employee_1088,employee1088@example.com,9814477890,-100,20,2021-10-10
range_violations,Range validation failed for column SALARY,SALARY,1089,Employee_1089,employee1089@example.com,9884210714,-100,8,2021-05-23
range_violations,Range validation failed for column SALARY,SALARY,1090,Employee_1090,employee1090@example.com,9971443335,-100,1,2025-01-21
range_violations,Range validation failed for column SALARY,SALARY,1091,Employee_1091,employee1091@example.com,9778217034,-100,18,2020-08-19
range_violations,Range validation failed for column SALARY,SALARY,1092,Employee_1092,employee1092@example.com,9912539255,-100,10,2020-01-21
range_violations,Range validation failed for column SALARY,SALARY,1093,Employee_1093,employee1093@example.com,9273800023,-100,1,2021-08-09
range_violations,Range validation failed for column SALARY,SALARY,1094,Employee_1094,employee1094@example.com,9500955254,-100,11,2022-09-02
range_violations,Range validation failed for column SALARY,SALARY,1095,Employee_1095,employee1095@example.com,9332639701,-100,18,2023-03-13
range_violations,Range validation failed for column SALARY,SALARY,1096,Employee_1096,employee1096@example.com,9908990479,-100,8,2025-04-20
range_violations,Range validation failed for column SALARY,SALARY,1097,Employee_1097,employee1097@example.com,9203591757,-100,19,2024-12-11
range_violations,Range validation failed for column SALARY,SALARY,1098,Employee_1098,employee1098@example.com,9108023257,-100,9,2020-12-17
range_violations,Range validation failed for column SALARY,SALARY,1099,Employee_1099,employee1099@example.com,9373894847,-100,7,2021-01-26
range_violations,Range validation failed for column SALARY,SALARY,1100,Employee_1100,employee1100@example.com,9718538465,-100,18,2022-03-02
