customer_id,first_name,last_name,email,phone,gender,dob,city,salary
1038,Amit,Reddy,user37@example.com,9876500037,,1988-07-30,Delhi,50497
1039,Kavya,Mehta,user38@example.com,9876500038,,1994-04-29,Pune,65675
1040,Neha,Reddy,user39@example.com,9876500039,Female,1978-04-27,Ahmedabad,38775
1041,Vijay,Sharma,,9876500040,,1970-07-13,Bangalore,109075
1042,Kavya,Gupta,user41@example.com,9876500041,,2015-01-07,Hyderabad,50654
1043,Anjali,Singh,user42@example.com,9876500042,,2002-04-24,Pune,49046
1044,Vijay,Sharma,user43@example.com,9876500043,Male,2050-01-01,Ahmedabad,51128
1045,Anjali,Joshi,user44@example.com,9876500044,Male,2005-04-06,Pune,76672
1046,Rakesh,Joshi,user45@example.com,9876500045,,2003-07-12,Delhi,-1000
1047,Kavya,Rao,user46@example.com,9876500046,Male,2007-04-30,Chennai,56235
1048,Neha,Sharma,user47@example.com,9876500047,,2000-11-16,Ahmedabad,71333
1049,Amit,Rao,user48@example.com,9876500048,Male,1990-11-15,Pune,72889
1050,Sneha,Gupta,user49@example.com,9876500049,,1970-08-09,Bangalore,36174
1051,Sameer,Joshi,user50@example.com,,,1972-05-25,Ahmedabad,62618
1052,Arjun,Mehta,user51@example.com,9876500051,,2001-11-28,Ahmedabad,52388
1053,Neha,Joshi,user52@example.com,9876500052,,1973-04-11,Pune,33867
1054,Kavya,Patel,user53@example.com,9876500053,Other,2015-10-11,Chennai,69264
1055,Sneha,Kumar,user54@example.com,9876500054,Male,1993-01-16,Hyderabad,85296
1056,Neha,Singh,user55@example.com,9876500055,,invalid,Kolkata,65877
1057,Kavya,Sharma,user56@example.com,9876500056,Female,1973-06-01,Kolkata,13566
1058,Priya,Rao,user57@example.com,9876500057,,2006-04-12,Kolkata,55861
1059,Priya,Kumar,user58@example.com,9876500058,Female,1989-06-21,Kolkata,47128
1060,Anjali,Kumar,user59@example.com,9876500059,Female,1975-03-02,Mumbai,100594
1061,Neha,Reddy,invalid@,9876500060,Other,1970-11-07,Bangalore,582170
1062,Priya,Verma,user61@example.com,9876500061,Male,1999-06-18,Bangalore,32723
1063,Kavya,Reddy,user62@example.com,9876500062,Other,2019-04-02,Kolkata,64083
1064,Anjali,Reddy,user63@example.com,9876500063,Male,1979-09-17,Pune,77709
1065,Kavya,Singh,user64@example.com,9876500064,,1984-08-26,Chennai,66978
1066,Anjali,Patel,user65@example.com,9876500065,Other,2017-08-03,Delhi,48946
1067,Neha,Joshi,user66@example.com,9876500066,,1971-05-12,Delhi,55826
1068,Sneha,Reddy,user67@example.com,9876500067,Male,2017-06-30,Kolkata,80310
1069,Amit,Gupta,user68@example.com,9876500068,Other,1997-12-01,Hyderabad,67023
1070,Vijay,Joshi,user69@example.com,9876500069,,1973-04-13,Mumbai,105502
1071,Sneha,Patel,user70@example.com,9876500070,Female,1998-11-07,Hyderabad,66961
1072,Rakesh,Rao,user71@example.com,9876500071,,invalid,Mumbai,34439
1073,Kavya,Verma,user72@example.com,9876500072,,1985-01-06,Pune,61006
1074,Rakesh,Joshi,user73@example.com,9876500073,Female,2006-09-06,Chennai,53733
1075,Sneha,Sharma,user74@example.com,9876500074,Other,1971-07-31,Delhi,33952
1076,Anjali,Singh,user75@example.com,123,Female,1970-02-23,Bangalore,-1000
1077,Vijay,Kumar,user76@example.com,9876500076,,2013-10-11,Chennai,56637
1078,Vijay,Rao,user77@example.com,9876500077,Male,2001-10-29,Delhi,67988
1079,Arjun,Patel,user78@example.com,9876500078,Other,2013-05-10,Chennai,101602
1080,Vijay,Reddy,user79@example.com,9876500079,Male,1970-08-17,Pune,62413
1081,Amit,Gupta,,9876500080,Female,2014-04-30,Delhi,85490
1082,Vijay,Gupta,user81@example.com,9876500081,,2002-12-01,Ahmedabad,61167
1083,Sneha,Verma,user82@example.com,9876500082,Male,1972-09-11,Kolkata,73308
1084,Arjun,Patel,user83@example.com,9876500083,Male,2050-01-01,Pune,67395
1085,Sneha,Rao,user84@example.com,9876500084,,1997-06-29,Ahmedabad,70348
1086,Sneha,Sharma,user85@example.com,9876500085,Male,1971-06-16,Hyderabad,62368
1087,Sameer,Kumar,user86@example.com,9876500086,Male,2007-07-17,Chennai,94007
1088,Arjun,Reddy,user87@example.com,9876500087,,2000-09-27,Pune,77638
1089,Sneha,Singh,user88@example.com,9876500088,,1991-12-25,Hyderabad,67313
1090,Sameer,Mehta,user89@example.com,9876500089,Female,2016-05-24,Bangalore,83171
1091,Sameer,Mehta,user90@example.com,9876500090,Female,1970-03-31,Pune,675712
1092,Arjun,Reddy,user91@example.com,9876500091,Male,1985-09-14,Pune,87333
1093,Rakesh,Rao,user92@example.com,9876500092,Other,1978-08-12,Kolkata,41405
1094,Anjali,Reddy,user93@example.com,9876500093,Female,1973-07-16,Pune,107632
1095,Amit,Patel,user94@example.com,9876500094,Female,1990-09-12,Pune,68446
1096,Anjali,Mehta,user95@example.com,9876500095,Other,1980-05-09,Mumbai,42175
1097,Vijay,Verma,user96@example.com,9876500096,Other,1976-07-19,Ahmedabad,79980
1098,Amit,Patel,user97@example.com,9876500097,,2018-03-12,Pune,90872
1099,Vijay,Mehta,user98@example.com,9876500098,Female,2006-02-25,Pune,44502
1100,Sneha,Sharma,user99@example.com,9876500099,,1976-03-02,Chennai,55563
1101,Kavya,Kumar,invalid@,,,1980-08-27,Mumbai,85298
1102,Arjun,Gupta,user101@example.com,9876500101,Male,1997-01-05,Delhi,76291
1103,Amit,Patel,user102@example.com,9876500102,Female,2016-12-24,Hyderabad,56198
1104,Amit,Gupta,user103@example.com,9876500103,,1984-04-26,Chennai,60016
1105,Sneha,Gupta,user104@example.com,9876500104,Female,1990-09-06,Chennai,39990
1106,Rakesh,Mehta,user105@example.com,9876500105,Female,1970-03-05,Kolkata,-1000
1107,Sameer,Patel,user106@example.com,9876500106,,1974-11-23,Kolkata,31542
1108,Sneha,Kumar,user107@example.com,9876500107,Female,2002-12-21,Hyderabad,58032
1109,Priya,Sharma,user108@example.com,9876500108,Other,1992-02-04,Mumbai,78552
1110,Sameer,Joshi,user109@example.com,9876500109,Male,2002-02-08,Hyderabad,59670
1111,Arjun,Verma,user110@example.com,9876500110,,1980-09-20,Mumbai,87331
1112,Sameer,Gupta,user111@example.com,9876500111,,2010-02-15,Kolkata,52081
1113,Rakesh,Kumar,user112@example.com,9876500112,,2004-08-14,Mumbai,35179
1114,Sameer,Singh,user113@example.com,9876500113,Male,1970-04-03,Chennai,88096
1115,Arjun,Singh,user114@example.com,9876500114,Other,1999-12-09,Chennai,72344
1116,Rakesh,Joshi,user115@example.com,9876500115,Other,1974-08-05,Kolkata,89548
1117,Anjali,Joshi,user116@example.com,9876500116,Other,1980-07-31,Pune,58267
1118,Amit,Joshi,user117@example.com,9876500117,Other,2018-09-11,Mumbai,96809
1119,Amit,Verma,user118@example.com,9876500118,,2019-04-04,Hyderabad,43466
1120,Vijay,Verma,user119@example.com,9876500119,,2003-04-06,Mumbai,59254
1121,Anjali,Sharma,,9876500120,Female,2000-11-02,Kolkata,731533
1122,Anjali,Gupta,user121@example.com,9876500121,Female,2017-04-25,Chennai,55616
1123,Sameer,Rao,user122@example.com,9876500122,Male,2011-05-19,Chennai,69550
1124,Amit,Singh,user123@example.com,9876500123,Female,1982-07-24,Mumbai,89954
1125,Arjun,Mehta,user124@example.com,9876500124,Male,2019-01-20,Pune,72533
1126,Neha,Mehta,user125@example.com,123,Male,1997-11-04,Bangalore,61432
1127,Neha,Joshi,user126@example.com,9876500126,Male,1974-12-04,Bangalore,89526
1128,Rakesh,Reddy,user127@example.com,9876500127,Other,2007-09-26,Hyderabad,75249
1129,Amit,Singh,user128@example.com,9876500128,,2018-07-23,Delhi,64840
1130,Amit,Rao,user129@example.com,9876500129,,2006-09-17,Pune,63402
1131,Neha,Rao,user130@example.com,9876500130,,1997-06-18,Chennai,57646
1132,Amit,Mehta,user131@example.com,9876500131,Male,1999-06-10,Mumbai,81861
1133,Sameer,Reddy,user132@example.com,9876500132,Other,1989-04-22,Kolkata,82612
1134,Priya,Rao,user133@example.com,9876500133,Female,1996-12-25,Mumbai,90306
1135,Kavya,Singh,user134@example.com,9876500134,Female,1998-12-29,Hyderabad,73604
1136,Anjali,Gupta,user135@example.com,9876500135,,2001-03-14,Hyderabad,-1000
1137,Vijay,Kumar,user136@example.com,9876500136,,2005-02-19,Mumbai,71615
1138,Rakesh,Reddy,user137@example.com,9876500137,Male,1971-08-22,Hyderabad,53753
1139,Priya,Rao,user138@example.com,9876500138,Male,2009-05-03,Hyderabad,68241
1140,Neha,Reddy,user139@example.com,9876500139,Female,2015-07-26,Hyderabad,93196
1141,Anjali,Reddy,invalid@,9876500140,Female,1991-11-30,Bangalore,88625
1142,Amit,Gupta,user141@example.com,9876500141,Female,1997-08-24,Kolkata,83106
1143,Vijay,Singh,user142@example.com,9876500142,Female,2006-02-28,Chennai,64547
1144,Amit,Mehta,user143@example.com,9876500143,,2002-05-17,Kolkata,82918
1145,Arjun,Gupta,user144@example.com,9876500144,Male,1972-03-08,Mumbai,52185
1146,Arjun,Rao,user145@example.com,9876500145,Male,1999-04-14,Mumbai,35764
1147,Vijay,Joshi,user146@example.com,9876500146,Female,1985-08-23,Bangalore,70437
1148,Vijay,Gupta,user147@example.com,9876500147,Other,1990-01-07,Mumbai,57492
1149,Neha,Joshi,user148@example.com,9876500148,Female,1986-03-09,Hyderabad,100683
1150,Vijay,Patel,user149@example.com,9876500149,,1980-10-29,Kolkata,97647
1151,Sameer,Mehta,user150@example.com,,Other,1996-11-19,Delhi,512206
1152,Amit,Singh,user151@example.com,9876500151,,1981-10-22,Chennai,78893
1153,Priya,Kumar,user152@example.com,9876500152,Other,1994-08-03,Kolkata,25508
1154,Sneha,Reddy,user153@example.com,9876500153,,2013-05-03,Ahmedabad,71786
1155,Vijay,Joshi,user154@example.com,9876500154,Female,2008-03-14,Kolkata,71277
1156,Rakesh,Kumar,user155@example.com,9876500155,Female,1989-06-12,Kolkata,45139
1157,Arjun,Kumar,user156@example.com,9876500156,Other,2050-01-01,Delhi,68302
1158,Sameer,Joshi,user157@example.com,9876500157,,2012-03-28,Hyderabad,46433
1159,Anjali,Kumar,user158@example.com,9876500158,,1973-12-18,Pune,82038
1160,Sneha,Reddy,user159@example.com,9876500159,Other,2016-04-07,Kolkata,68724
1161,Priya,Sharma,,9876500160,Other,2004-08-21,Delhi,94855
1162,Sneha,Patel,user161@example.com,9876500161,Male,2011-05-18,Delhi,34382
1163,Vijay,Joshi,user162@example.com,9876500162,Other,1975-05-06,Kolkata,47638
1164,Neha,Reddy,user163@example.com,9876500163,,2007-11-10,Kolkata,55299
1165,Arjun,Mehta,user164@example.com,9876500164,Female,1994-07-19,Bangalore,74809
1166,Arjun,Joshi,user165@example.com,9876500165,,1970-11-25,Pune,-1000
1167,Anjali,Reddy,user166@example.com,9876500166,Male,1994-08-08,Kolkata,73503
1168,Neha,Reddy,user167@example.com,9876500167,,2005-04-11,Chennai,52017
1169,Amit,Gupta,user168@example.com,9876500168,Female,1986-05-10,Kolkata,26940
1170,Kavya,Sharma,user169@example.com,9876500169,Other,2018-09-20,Chennai,49801
1171,Sameer,Joshi,user170@example.com,9876500170,,1991-02-14,Delhi,93163
1172,Arjun,Singh,user171@example.com,9876500171,Male,1973-02-11,Ahmedabad,52592
1173,Rakesh,Reddy,user172@example.com,9876500172,,2019-02-25,Delhi,68543
1174,Arjun,Patel,user173@example.com,9876500173,,1982-03-31,Mumbai,66218
1175,Sneha,Gupta,user174@example.com,9876500174,,1978-12-19,Bangalore,68673
1176,Arjun,Reddy,user175@example.com,123,,1978-12-18,Mumbai,38294
1177,Arjun,Joshi,user176@example.com,9876500176,Female,2011-06-26,Hyderabad,81360
1178,Kavya,Rao,user177@example.com,9876500177,,1997-10-21,Pune,63012
1179,Kavya,Reddy,user178@example.com,9876500178,,1984-09-06,Pune,111205
1180,Priya,Verma,user179@example.com,9876500179,Female,1982-09-11,Bangalore,57541
1181,Amit,Rao,invalid@,9876500180,,1984-08-21,Delhi,845424
1182,Rakesh,Reddy,user181@example.com,9876500181,Female,2018-03-30,Pune,57241
1183,Arjun,Kumar,user182@example.com,9876500182,Other,1999-12-13,Ahmedabad,103384
1184,Arjun,Reddy,user183@example.com,9876500183,Female,1981-07-10,Kolkata,79614
1185,Sameer,Mehta,user184@example.com,9876500184,,1982-03-27,Bangalore,39294
1186,Kavya,Kumar,user185@example.com,9876500185,Other,1976-06-04,Mumbai,93141
1187,Rakesh,Joshi,user186@example.com,9876500186,Other,2008-04-15,Ahmedabad,80504
1188,Anjali,Patel,user187@example.com,9876500187,Male,1972-11-08,Kolkata,55655
1189,Priya,Rao,user188@example.com,9876500188,,2005-10-07,Kolkata,32736
1190,Amit,Singh,user189@example.com,9876500189,Other,1992-06-13,Chennai,88959
1191,Neha,Gupta,user190@example.com,9876500190,Other,1980-03-20,Bangalore,99552
1192,Amit,Patel,user191@example.com,9876500191,,1996-09-26,Ahmedabad,87382
1193,Sneha,Kumar,user192@example.com,9876500192,Other,1989-12-29,Kolkata,82393
1194,Arjun,Gupta,user193@example.com,9876500193,,2016-02-13,Bangalore,76152
1195,Priya,Rao,user194@example.com,9876500194,,2014-08-12,Mumbai,86181
1196,Sneha,Singh,user195@example.com,9876500195,Male,1976-04-21,Delhi,-1000
1197,Rakesh,Verma,user196@example.com,9876500196,Male,1996-02-17,Bangalore,28707
1198,Neha,Verma,user197@example.com,9876500197,,1970-12-28,Pune,80181
1199,Kavya,Singh,user198@example.com,9876500198,,1985-01-15,Hyderabad,72851
1200,Priya,Gupta,user199@example.com,9876500199,Female,2017-01-05,Mumbai,36928
1201,Priya,Joshi,,,Other,2015-06-06,Mumbai,21143
1202,Arjun,Gupta,user201@example.com,9876500201,Other,1993-02-27,Ahmedabad,66627
1203,Vijay,Reddy,user202@example.com,9876500202,Other,1983-12-11,Pune,61891
1204,Priya,Gupta,user203@example.com,9876500203,,2016-05-16,Ahmedabad,60199
1205,Sameer,Joshi,user204@example.com,9876500204,Female,1991-12-22,Hyderabad,76591
1206,Neha,Patel,user205@example.com,9876500205,Other,2007-10-31,Chennai,50097
1207,Neha,Rao,user206@example.com,9876500206,,1996-10-10,Mumbai,78745
1208,Sameer,Gupta,user207@example.com,9876500207,,1982-05-14,Bangalore,78890
1209,Anjali,Rao,user208@example.com,9876500208,Male,1987-08-31,Chennai,11788
1210,Sameer,Kumar,user209@example.com,9876500209,,2009-10-13,Pune,63626
1211,Sameer,Verma,user210@example.com,9876500210,,1995-06-29,Mumbai,690024
1212,Neha,Verma,user211@example.com,9876500211,,1974-02-22,Kolkata,79961
1213,Amit,Joshi,user212@example.com,9876500212,,2006-07-07,Pune,75979
1214,Neha,Kumar,user213@example.com,9876500213,,2001-09-30,Chennai,29981
1215,Vijay,Verma,user214@example.com,9876500214,Male,1988-06-24,Bangalore,66913
1216,Arjun,Joshi,user215@example.com,9876500215,Male,1989-03-07,Delhi,59810
1217,Sneha,Gupta,user216@example.com,9876500216,,1982-02-25,Ahmedabad,86497
1218,Amit,Kumar,user217@example.com,9876500217,Male,2005-04-07,Kolkata,41027
1219,Kavya,Reddy,user218@example.com,9876500218,Male,2003-07-23,Ahmedabad,64948
1220,Sneha,Reddy,user219@example.com,9876500219,Other,1997-11-11,Hyderabad,82426
1221,Arjun,Reddy,invalid@,9876500220,,2014-10-16,Hyderabad,80208
1222,Vijay,Patel,user221@example.com,9876500221,,2009-06-17,Chennai,61912
1223,Vijay,Reddy,user222@example.com,9876500222,,2009-02-12,Mumbai,88595
1224,Kavya,Kumar,user223@example.com,9876500223,Male,2018-02-27,Mumbai,50378
1225,Amit,Mehta,user224@example.com,9876500224,Male,2005-09-18,Bangalore,79643
1226,Anjali,Verma,user225@example.com,123,,1976-09-01,Hyderabad,-1000
1227,Sameer,Reddy,user226@example.com,9876500226,Female,2000-07-28,Mumbai,37636
1228,Amit,Kumar,user227@example.com,9876500227,Female,1978-06-26,Mumbai,91057
1229,Anjali,Sharma,user228@example.com,9876500228,Female,1979-04-10,Mumbai,32028
1230,Vijay,Gupta,user229@example.com,9876500229,Other,1984-11-23,Pune,72474
1231,Neha,Patel,user230@example.com,9876500230,Male,2004-11-13,Pune,55623
1232,Arjun,Rao,user231@example.com,9876500231,,1997-05-27,Hyderabad,85246
1233,Kavya,Joshi,user232@example.com,9876500232,,1987-08-16,Delhi,71595
1234,Arjun,Sharma,user233@example.com,9876500233,Female,1990-04-09,Hyderabad,100818
1235,Rakesh,Sharma,user234@example.com,9876500234,Other,1999-04-15,Pune,87734
1236,Rakesh,Patel,user235@example.com,9876500235,Other,1978-01-18,Hyderabad,67636
1237,Amit,Joshi,user236@example.com,9876500236,Female,2017-02-25,Kolkata,89100
1238,Vijay,Patel,user237@example.com,9876500237,Female,1978-08-05,Kolkata,62936
1239,Vijay,Reddy,user238@example.com,9876500238,Male,2015-05-04,Ahmedabad,43215
1240,Sameer,Rao,user239@example.com,9876500239,Other,1978-08-29,Kolkata,55851
1241,Sameer,Joshi,,9876500240,,1977-07-15,Chennai,627045
1242,Sameer,Kumar,user241@example.com,9876500241,Female,2005-04-16,Delhi,2843
1243,Neha,Verma,user242@example.com,9876500242,Male,1972-04-17,Mumbai,92673
1244,Sneha,Patel,user243@example.com,9876500243,,2002-12-22,Ahmedabad,63059
1245,Priya,Rao,user244@example.com,9876500244,Other,2013-04-02,Delhi,84280
1246,Sneha,Gupta,user245@example.com,9876500245,Female,2009-05-22,Chennai,68210
1247,Arjun,Mehta,user246@example.com,9876500246,Female,1977-06-26,Delhi,34174
1248,Sneha,Gupta,user247@example.com,9876500247,Male,2002-11-11,Ahmedabad,66588
1249,Neha,Mehta,user248@example.com,9876500248,Male,2009-12-23,Delhi,62603
1250,Arjun,Singh,user249@example.com,9876500249,Other,1984-04-03,Ahmedabad,51286
1251,Sneha,Kumar,user250@example.com,,Female,1977-04-07,Delhi,57194
1252,Neha,Singh,user251@example.com,9876500251,Male,1979-01-24,Delhi,65530
1253,Priya,Patel,user252@example.com,9876500252,Female,2050-01-01,Kolkata,15914
1254,Sneha,Patel,user253@example.com,9876500253,Other,1984-03-19,Delhi,72201
1255,Neha,Mehta,user254@example.com,9876500254,Female,2015-11-18,Ahmedabad,77079
1256,Sameer,Joshi,user255@example.com,9876500255,,1982-10-20,Delhi,-1000
1257,Vijay,Rao,user256@example.com,9876500256,Female,2005-01-21,Hyderabad,59371
1258,Sameer,Reddy,user257@example.com,9876500257,,2014-05-20,Kolkata,104282
1259,Vijay,Sharma,user258@example.com,9876500258,,1973-06-15,Chennai,75219
1260,Kavya,Patel,user259@example.com,9876500259,Other,1990-11-25,Chennai,56642
1261,Kavya,Singh,invalid@,9876500260,Other,1992-10-04,Pune,40222
1262,Kavya,Singh,user261@example.com,9876500261,Other,1985-02-23,Pune,37701
1263,Priya,Gupta,user262@example.com,9876500262,,1977-11-24,Pune,72997
1264,Sameer,Kumar,user263@example.com,9876500263,,1999-08-06,Pune,79437
1265,Vijay,Mehta,user264@example.com,9876500264,Female,1985-05-25,Hyderabad,67485
1266,Neha,Sharma,user265@example.com,9876500265,Male,2050-01-01,Pune,63868
1267,Arjun,Mehta,user266@example.com,9876500266,,1998-01-08,Chennai,58217
1268,Neha,Patel,user267@example.com,9876500267,,2016-03-14,Mumbai,74852
1269,Arjun,Verma,user268@example.com,9876500268,,2008-09-15,Delhi,49480
1270,Rakesh,Sharma,user269@example.com,9876500269,Female,1978-05-04,Chennai,64608
1271,Neha,Gupta,user270@example.com,9876500270,Female,1971-01-18,Chennai,668517
1272,Sneha,Singh,user271@example.com,9876500271,Other,2017-01-22,Bangalore,76535
1273,Sneha,Gupta,user272@example.com,9876500272,Male,1985-04-17,Mumbai,48634
1274,Amit,Patel,user273@example.com,9876500273,Other,1995-08-27,Ahmedabad,44913
1275,Sameer,Verma,user274@example.com,9876500274,Female,1976-01-27,Kolkata,65995
1276,Arjun,Reddy,user275@example.com,123,,1995-12-23,Mumbai,69140
1277,Arjun,Sharma,user276@example.com,9876500276,Other,2004-10-27,Bangalore,64894
1278,Sameer,Mehta,user277@example.com,9876500277,Female,2011-05-21,Chennai,10724
1279,Priya,Sharma,user278@example.com,9876500278,Female,1971-10-13,Mumbai,71651
1280,Amit,Singh,user279@example.com,9876500279,,1992-05-14,Delhi,116368
1281,Priya,Mehta,,9876500280,,2014-08-30,Pune,83364
1282,Priya,Reddy,user281@example.com,9876500281,,1999-12-18,Delhi,25877
1283,Priya,Reddy,user282@example.com,9876500282,Male,1978-10-04,Mumbai,56892
1284,Sameer,Kumar,user283@example.com,9876500283,Female,2017-06-08,Chennai,61094
1285,Priya,Mehta,user284@example.com,9876500284,,1993-11-28,Chennai,58582
1286,Sneha,Rao,user285@example.com,9876500285,Male,1985-11-23,Bangalore,-1000
1287,Kavya,Verma,user286@example.com,9876500286,,1973-04-17,Ahmedabad,47139
1288,Rakesh,Rao,user287@example.com,9876500287,,2016-08-21,Delhi,83676
1289,Arjun,Reddy,user288@example.com,9876500288,,1978-03-26,Bangalore,79942
1290,Arjun,Mehta,user289@example.com,9876500289,Female,1993-04-15,Ahmedabad,62766
1291,Rakesh,Kumar,user290@example.com,9876500290,Male,1995-09-02,Pune,83961
1292,Sameer,Sharma,user291@example.com,9876500291,Male,2005-11-18,Delhi,51863
1293,Neha,Sharma,user292@example.com,9876500292,,2015-03-11,Chennai,58143
1294,Sameer,Sharma,user293@example.com,9876500293,Other,1988-01-30,Delhi,57706
1295,Arjun,Kumar,user294@example.com,9876500294,,1980-01-31,Chennai,33971
1296,Arjun,Patel,user295@example.com,9876500295,Female,2006-11-08,Chennai,59883
1297,Rakesh,Mehta,user296@example.com,9876500296,,2007-02-15,Pune,97757
1298,Priya,Rao,user297@example.com,9876500297,,1988-10-17,Pune,95571
1299,Sameer,Verma,user298@example.com,9876500298,Male,2008-12-21,Mumbai,67344
1300,Vijay,Reddy,user299@example.com,9876500299,,2002-07-21,Ahmedabad,60625
1301,Rakesh,Verma,invalid@,,,1974-09-26,Bangalore,1003784
1302,Sneha,Reddy,user301@example.com,9876500301,,2002-03-01,Kolkata,60067
1303,Arjun,Mehta,user302@example.com,9876500302,Other,2017-12-02,Kolkata,54630
1304,Rakesh,Mehta,user303@example.com,9876500303,Female,1975-12-09,Pune,84142
1305,Sameer,Gupta,user304@example.com,9876500304,Female,2003-12-27,Mumbai,30777
1306,Arjun,Rao,user305@example.com,9876500305,Male,2010-10-02,Ahmedabad,62780
1307,Neha,Singh,user306@example.com,9876500306,Female,2005-07-09,Hyderabad,63686
1308,Rakesh,Reddy,user307@example.com,9876500307,Other,1990-12-30,Ahmedabad,75306
1309,Amit,Joshi,user308@example.com,9876500308,,2050-01-01,Delhi,53154
1310,Arjun,Singh,user309@example.com,9876500309,Male,2000-12-17,Mumbai,61598
1311,Sameer,Sharma,user310@example.com,9876500310,,2017-09-25,Mumbai,66870
1312,Kavya,Verma,user311@example.com,9876500311,Other,1994-05-11,Delhi,59910
1313,Vijay,Mehta,user312@example.com,9876500312,Male,1988-03-07,Kolkata,61290
1314,Anjali,Joshi,user313@example.com,9876500313,,2008-02-10,Bangalore,81655
1315,Priya,Reddy,user314@example.com,9876500314,Female,1991-01-05,Kolkata,76619
1316,Anjali,Patel,user315@example.com,9876500315,Other,1982-12-05,Pune,-1000
1317,Sameer,Reddy,user316@example.com,9876500316,Male,1972-12-02,Chennai,32129
1318,Sneha,Verma,user317@example.com,9876500317,,1997-10-04,Delhi,73595
1319,Sneha,Reddy,user318@example.com,9876500318,Male,1975-04-03,Pune,48187
1320,Kavya,Reddy,user319@example.com,9876500319,,1995-11-23,Chennai,104829
1321,Priya,Kumar,,9876500320,Other,1999-05-15,Mumbai,64816
1322,Amit,Rao,user321@example.com,9876500321,Male,2009-02-07,Kolkata,61078
1323,Kavya,Singh,user322@example.com,9876500322,Other,2018-06-29,Delhi,95380
1324,Anjali,Patel,user323@example.com,9876500323,Other,1990-05-24,Chennai,89171
1325,Kavya,Mehta,user324@example.com,9876500324,,1973-02-16,Bangalore,60255
1326,Anjali,Reddy,user325@example.com,123,Female,1973-11-16,Pune,41467
1327,Arjun,Patel,user326@example.com,9876500326,,1987-06-15,Kolkata,29727
1328,Sneha,Gupta,user327@example.com,9876500327,Male,1972-01-31,Pune,44051
1329,Arjun,Reddy,user328@example.com,9876500328,Female,1979-12-22,Pune,71420
1330,Vijay,Kumar,user329@example.com,9876500329,,2019-02-09,Mumbai,62046
1331,Priya,Kumar,user330@example.com,9876500330,Female,2017-03-21,Kolkata,462618
