CustomerID,Name,Age,Email,Phone,Country,Salary,IssueFlag
CUST116,,35,alice570@gmail.com,9876543210,India,70000,NO
CUST117,Alice,Twenty,mike652@gmail.com,INVALID_PHONE,India,-1000,NO
CUST118,John,35,mike979@gmail.com,123,UnknownCountry,999999999,NO
CUST119,,200,mike755@gmail.com,9876543210,,999999999,NO
CUST100,David,35,invalidmail,9876543210,India,-1000,YES
CUST121,Alice,Twenty,sara272@company.com,123,India,999999999,NO
CUST122,,35,alice77@gmail.com,INVALID_PHONE,India,70000,NO
CUST123,John,Twenty,john936@gmail.com,123,USA,70000,NO
CUST124,John,Twenty,emma784@yahoo.com,123,India,999999999,NO
CUST125,David,35,mike323@gmail.com,9876543210,,-1000,NO
CUST126,David,25,alice277@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST127,John,Twenty,sara414@gmail.com,9876543210,UnknownCountry,999999999,NO
CUST128,John,Twenty,mike586@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST129,Alice,Twenty,sara906@company.com,123,India,999999999,NO
CUST130,,25,mike923@yahoo.com,123,USA,-1000,NO
CUST131,,-10,mike784@yahoo.com,123,,999999999,NO
CUST132,Alice,Twenty,mike72@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST133,David,25,alice454@gmail.com,INVALID_PHONE,USA,50000,NO
CUST134,,35,john779@company.com,9876543210,,999999999,NO
CUST135,,200,sara658@gmail.com,INVALID_PHONE,India,70000,NO
CUST136,David,35,john72@company.com,123,UnknownCountry,50000,NO
CUST137,,25,emma918@company.com,INVALID_PHONE,USA,999999999,NO
CUST138,John,Twenty,mike109@company.com,9876543210,UnknownCountry,50000,NO
CUST139,John,200,david834@yahoo.com,INVALID_PHONE,USA,999999999,NO
CUST140,,Twenty,david892@yahoo.com,INVALID_PHONE,,50000,NO
CUST141,Alice,Twenty,alice229@gmail.com,INVALID_PHONE,,999999999,NO
CUST142,,Twenty,john780@yahoo.com,9876543210,,70000,NO
CUST143,John,25,sara253@company.com,9876543210,,70000,NO
CUST144,,-10,david374@yahoo.com,9876543210,,70000,NO
CUST145,John,Twenty,john388@company.com,9876543210,India,-1000,NO
CUST146,David,25,mike895@yahoo.com,9876543210,UnknownCountry,50000,NO
CUST147,Alice,-10,john166@company.com,9876543210,USA,-1000,NO
CUST148,David,-10,emma343@company.com,123,India,999999999,NO
CUST149,David,-10,emma801@yahoo.com,123,India,999999999,NO
CUST150,,-10,david645@company.com,INVALID_PHONE,USA,999999999,NO
CUST151,,Twenty,alice938@gmail.com,9876543210,UnknownCountry,50000,NO
CUST152,John,Twenty,emma900@company.com,9876543210,USA,999999999,NO
CUST153,David,25,john720@gmail.com,9876543210,UnknownCountry,999999999,NO
CUST154,Alice,-10,john766@company.com,INVALID_PHONE,India,999999999,NO
CUST155,,25,alice48@yahoo.com,9876543210,USA,999999999,NO
CUST156,David,-10,mike596@gmail.com,9876543210,,50000,NO
CUST157,David,-10,david828@company.com,123,USA,50000,NO
CUST158,John,Twenty,alice834@yahoo.com,INVALID_PHONE,India,999999999,NO
CUST159,David,25,mike398@yahoo.com,INVALID_PHONE,India,70000,NO
CUST160,John,25,emma964@company.com,9876543210,USA,70000,YES
CUST161,,35,emma308@company.com,INVALID_PHONE,India,999999999,NO
CUST162,David,200,alice889@yahoo.com,9876543210,USA,999999999,NO
CUST163,Alice,25,alice215@company.com,123,India,70000,NO
CUST164,,-10,sara113@company.com,123,UnknownCountry,50000,NO
CUST165,Alice,200,mike716@company.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST166,Alice,-10,sara587@gmail.com,INVALID_PHONE,USA,50000,NO
CUST167,,-10,john684@gmail.com,9876543210,UnknownCountry,50000,NO
CUST168,Alice,-10,john871@company.com,9876543210,UnknownCountry,70000,NO
CUST169,John,200,alice518@company.com,123,,70000,NO
CUST170,Alice,25,mike111@yahoo.com,123,UnknownCountry,-1000,NO
CUST171,Alice,35,david424@company.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST172,Alice,35,david819@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST173,John,35,david479@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST174,Alice,35,alice66@gmail.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST175,David,-10,alice34@gmail.com,123,UnknownCountry,-1000,NO
CUST176,David,25,alice302@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST177,Alice,-10,mike717@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST178,,-10,emma789@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST179,John,-10,john276@company.com,123,,-1000,NO
CUST180,David,25,invalidmail,INVALID_PHONE,UnknownCountry,50000,NO
CUST181,Alice,200,sara884@gmail.com,INVALID_PHONE,India,999999999,NO
CUST182,David,200,david790@company.com,9876543210,,50000,NO
CUST183,David,25,mike868@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST184,David,-10,sara289@yahoo.com,9876543210,,70000,NO
CUST185,,-10,sara930@gmail.com,9876543210,USA,999999999,NO
CUST186,Alice,200,sara662@company.com,123,USA,999999999,NO
CUST187,,35,john267@gmail.com,9876543210,India,999999999,NO
CUST188,John,Twenty,john788@yahoo.com,123,,-1000,NO
CUST189,David,35,sara555@gmail.com,123,India,-1000,NO
CUST190,David,Twenty,sara382@gmail.com,9876543210,USA,70000,NO
CUST191,John,Twenty,alice684@gmail.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST192,,Twenty,emma40@company.com,9876543210,UnknownCountry,999999999,NO
CUST193,John,Twenty,alice248@gmail.com,123,UnknownCountry,-1000,NO
CUST194,Alice,-10,david228@gmail.com,123,USA,-1000,NO
CUST195,Alice,25,sara901@yahoo.com,INVALID_PHONE,,50000,NO
CUST196,David,-10,alice759@gmail.com,9876543210,USA,999999999,NO
CUST197,John,25,sara308@gmail.com,123,India,70000,NO
CUST198,,-10,emma728@company.com,123,India,70000,NO
CUST199,Alice,-10,sara847@yahoo.com,9876543210,USA,50000,NO
CUST200,,-10,david452@yahoo.com,INVALID_PHONE,UnknownCountry,50000,YES
CUST201,,35,sara694@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST202,John,25,david463@yahoo.com,9876543210,USA,999999999,NO
CUST203,Alice,-10,sara768@company.com,123,India,70000,NO
CUST204,John,200,sara389@company.com,INVALID_PHONE,USA,50000,NO
CUST205,,25,mike112@company.com,9876543210,USA,-1000,NO
CUST206,David,200,mike470@yahoo.com,9876543210,India,50000,NO
CUST207,,25,sara199@company.com,9876543210,UnknownCountry,-1000,NO
CUST208,John,25,david98@gmail.com,9876543210,USA,50000,NO
CUST209,Alice,200,david346@gmail.com,INVALID_PHONE,USA,70000,NO
CUST210,Alice,35,sara309@company.com,9876543210,UnknownCountry,70000,NO
CUST211,John,-10,john386@gmail.com,123,USA,999999999,NO
CUST212,,-10,john433@company.com,123,USA,999999999,NO
CUST213,John,-10,david617@yahoo.com,123,India,70000,NO
CUST214,,-10,david709@gmail.com,9876543210,UnknownCountry,-1000,NO
CUST215,John,Twenty,alice441@yahoo.com,123,USA,-1000,NO
CUST216,,Twenty,david17@gmail.com,123,USA,70000,NO
CUST217,Alice,35,sara104@company.com,123,,-1000,NO
CUST218,Alice,Twenty,mike398@gmail.com,9876543210,UnknownCountry,999999999,NO
CUST219,David,35,david75@gmail.com,123,UnknownCountry,-1000,NO
CUST220,,Twenty,mike746@company.com,INVALID_PHONE,USA,70000,NO
CUST221,John,35,emma586@company.com,123,USA,999999999,NO
CUST222,David,-10,john823@yahoo.com,9876543210,USA,-1000,NO
CUST223,Alice,35,emma363@yahoo.com,9876543210,India,999999999,NO
CUST224,David,35,john804@gmail.com,9876543210,,70000,NO
CUST225,David,200,mike851@yahoo.com,123,UnknownCountry,-1000,NO
CUST226,David,200,mike365@company.com,INVALID_PHONE,,50000,NO
CUST227,,35,mike513@company.com,9876543210,USA,70000,NO
CUST228,John,-10,emma616@company.com,123,USA,70000,NO
CUST229,,25,sara21@yahoo.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST230,John,200,mike266@gmail.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST231,David,25,emma387@yahoo.com,9876543210,USA,999999999,NO
CUST232,Alice,25,john413@yahoo.com,123,UnknownCountry,70000,NO
CUST233,John,Twenty,mike528@gmail.com,9876543210,,999999999,NO
CUST234,Alice,Twenty,sara915@company.com,INVALID_PHONE,,50000,NO
CUST235,Alice,35,alice521@gmail.com,123,India,-1000,NO
CUST236,Alice,25,emma484@company.com,INVALID_PHONE,USA,70000,NO
CUST237,Alice,25,sara536@yahoo.com,123,India,-1000,NO
CUST238,David,Twenty,david756@company.com,9876543210,UnknownCountry,-1000,NO
CUST239,John,25,david398@gmail.com,123,UnknownCountry,50000,NO
CUST100,John,35,@gmail.com,123,,70000,YES
CUST241,Alice,35,david499@company.com,9876543210,USA,-1000,NO
CUST242,,-10,sara294@company.com,123,India,999999999,NO
CUST243,John,Twenty,alice45@gmail.com,INVALID_PHONE,,999999999,NO
CUST244,Alice,25,alice419@company.com,INVALID_PHONE,,70000,NO
CUST245,David,-10,david722@company.com,123,India,-1000,NO
CUST246,John,25,john17@gmail.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST247,Alice,25,emma422@gmail.com,INVALID_PHONE,,70000,NO
CUST248,John,-10,sara787@yahoo.com,123,India,999999999,NO
CUST249,David,200,john733@yahoo.com,INVALID_PHONE,India,999999999,NO
CUST250,John,35,david544@gmail.com,9876543210,USA,50000,NO
CUST251,John,Twenty,emma442@yahoo.com,9876543210,India,-1000,NO
CUST252,,25,mike217@gmail.com,9876543210,India,999999999,NO
CUST253,David,Twenty,mike141@company.com,9876543210,India,999999999,NO
CUST254,Alice,25,sara830@company.com,9876543210,USA,-1000,NO
CUST255,Alice,25,david931@yahoo.com,9876543210,USA,-1000,NO
CUST256,David,-10,sara442@yahoo.com,INVALID_PHONE,,999999999,NO
CUST257,Alice,35,alice284@company.com,INVALID_PHONE,India,70000,NO
CUST258,John,25,emma317@yahoo.com,123,India,999999999,NO
CUST259,,-10,david313@yahoo.com,9876543210,India,70000,NO
CUST260,,Twenty,alice4@company.com,123,UnknownCountry,999999999,NO
CUST261,John,-10,mike267@company.com,9876543210,India,50000,NO
CUST262,,-10,emma830@gmail.com,123,USA,-1000,NO
CUST263,David,25,emma267@gmail.com,INVALID_PHONE,USA,-1000,NO
CUST264,David,25,alice593@gmail.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST265,David,25,david637@company.com,9876543210,,999999999,NO
CUST266,John,35,emma999@company.com,INVALID_PHONE,USA,70000,NO
CUST267,Alice,35,alice185@gmail.com,9876543210,,70000,NO
CUST268,John,200,john112@yahoo.com,9876543210,USA,70000,NO
CUST269,Alice,35,david425@gmail.com,INVALID_PHONE,India,50000,NO
CUST270,John,25,john515@gmail.com,9876543210,UnknownCountry,50000,NO
CUST271,David,35,david44@gmail.com,INVALID_PHONE,USA,999999999,NO
CUST272,John,25,david45@company.com,123,USA,999999999,NO
CUST273,Alice,Twenty,john632@gmail.com,9876543210,,70000,NO
CUST274,Alice,200,david53@gmail.com,123,UnknownCountry,999999999,NO
CUST275,John,Twenty,alice225@gmail.com,INVALID_PHONE,,-1000,NO
CUST276,John,Twenty,john627@company.com,123,USA,999999999,NO
CUST277,David,200,emma891@company.com,INVALID_PHONE,,-1000,NO
CUST278,John,200,sara248@yahoo.com,INVALID_PHONE,,70000,NO
CUST279,,25,alice319@gmail.com,INVALID_PHONE,India,-1000,NO
CUST280,,25,emma845@gmail.com,123,India,70000,YES
CUST281,David,35,alice81@gmail.com,123,India,-1000,NO
CUST282,,-10,john869@company.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST283,John,200,alice296@yahoo.com,123,USA,999999999,NO
CUST284,David,200,john490@company.com,123,USA,50000,NO
CUST285,David,200,david483@yahoo.com,9876543210,UnknownCountry,50000,NO
CUST286,Alice,200,alice380@yahoo.com,9876543210,India,999999999,NO
CUST287,Alice,200,mike195@gmail.com,9876543210,UnknownCountry,50000,NO
CUST288,Alice,35,sara328@company.com,9876543210,India,999999999,NO
CUST289,Alice,35,emma173@yahoo.com,9876543210,UnknownCountry,70000,NO
CUST290,Alice,25,alice31@company.com,INVALID_PHONE,India,999999999,NO
CUST291,David,35,mike126@gmail.com,123,,70000,NO
CUST292,,35,david500@gmail.com,9876543210,,999999999,NO
CUST293,David,Twenty,david224@yahoo.com,9876543210,India,999999999,NO
CUST294,Alice,35,alice874@company.com,123,,999999999,NO
CUST295,Alice,35,sara968@gmail.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST296,Alice,35,alice231@gmail.com,INVALID_PHONE,,-1000,NO
CUST297,John,Twenty,mike421@gmail.com,INVALID_PHONE,India,50000,NO
CUST298,Alice,35,john681@gmail.com,9876543210,UnknownCountry,-1000,NO
CUST299,,35,david616@gmail.com,INVALID_PHONE,,999999999,NO
CUST300,Alice,25,invalidmail,123,UnknownCountry,999999999,NO
CUST301,John,Twenty,mike245@yahoo.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST302,David,35,alice6@company.com,INVALID_PHONE,USA,999999999,NO
CUST303,Alice,35,john636@company.com,INVALID_PHONE,India,-1000,NO
CUST304,David,35,john837@company.com,9876543210,UnknownCountry,999999999,NO
CUST305,Alice,200,mike372@gmail.com,INVALID_PHONE,India,-1000,NO
CUST306,Alice,25,emma114@gmail.com,9876543210,UnknownCountry,70000,NO
CUST307,,35,david748@yahoo.com,9876543210,UnknownCountry,-1000,NO
CUST308,Alice,Twenty,emma567@gmail.com,123,UnknownCountry,50000,NO
CUST309,David,35,alice652@yahoo.com,123,India,999999999,NO
CUST310,John,-10,alice463@yahoo.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST311,Alice,Twenty,david511@company.com,9876543210,India,50000,NO
CUST312,John,200,john943@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST313,David,200,sara489@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST314,John,200,sara953@gmail.com,INVALID_PHONE,USA,50000,NO
CUST315,David,200,emma566@gmail.com,123,India,-1000,NO
CUST316,David,200,alice229@yahoo.com,INVALID_PHONE,USA,70000,NO
CUST317,,35,john635@yahoo.com,123,UnknownCountry,-1000,NO
CUST318,David,-10,john914@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST319,David,25,emma378@gmail.com,123,,50000,NO
CUST320,Alice,25,mike784@company.com,9876543210,UnknownCountry,-1000,YES
CUST321,,Twenty,emma865@yahoo.com,123,UnknownCountry,70000,NO
CUST322,Alice,35,sara310@yahoo.com,123,UnknownCountry,999999999,NO
CUST323,Alice,25,mike492@company.com,123,India,50000,NO
CUST324,Alice,-10,john498@yahoo.com,INVALID_PHONE,USA,50000,NO
CUST325,David,Twenty,david61@yahoo.com,123,,999999999,NO
CUST326,John,200,david159@gmail.com,INVALID_PHONE,USA,50000,NO
CUST327,Alice,-10,mike75@gmail.com,9876543210,,-1000,NO
CUST328,John,25,emma551@yahoo.com,123,,50000,NO
CUST329,Alice,Twenty,alice439@gmail.com,INVALID_PHONE,USA,50000,NO
CUST330,,Twenty,john273@yahoo.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST331,,200,mike411@gmail.com,INVALID_PHONE,USA,50000,NO
CUST332,John,200,mike235@gmail.com,9876543210,USA,70000,NO
CUST333,Alice,25,sara662@yahoo.com,9876543210,USA,70000,NO
CUST334,,25,mike348@gmail.com,9876543210,UnknownCountry,50000,NO
CUST335,David,35,alice916@gmail.com,123,,999999999,NO
CUST336,David,35,mike867@company.com,9876543210,,70000,NO
CUST337,John,35,mike201@yahoo.com,INVALID_PHONE,,50000,NO
CUST338,David,25,mike56@company.com,123,,70000,NO
CUST339,,25,alice586@gmail.com,123,,70000,NO
CUST340,David,-10,david873@yahoo.com,INVALID_PHONE,USA,-1000,NO
CUST341,,-10,emma813@company.com,123,,50000,NO
CUST342,John,Twenty,david522@company.com,123,India,999999999,NO
CUST343,John,-10,john93@yahoo.com,123,USA,70000,NO
CUST344,Alice,25,alice210@gmail.com,123,USA,999999999,NO
CUST345,,Twenty,mike803@yahoo.com,123,India,999999999,NO
CUST346,John,200,mike957@company.com,9876543210,,999999999,NO
CUST347,,35,john867@yahoo.com,9876543210,India,70000,NO
CUST348,David,25,john579@yahoo.com,123,,999999999,NO
CUST349,John,Twenty,david445@company.com,INVALID_PHONE,USA,999999999,NO
CUST350,Alice,-10,mike363@yahoo.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST351,Alice,35,sara904@company.com,123,USA,70000,NO
CUST352,,35,sara157@gmail.com,INVALID_PHONE,India,50000,NO
CUST353,,-10,emma473@gmail.com,123,,-1000,NO
CUST354,Alice,35,mike257@gmail.com,123,India,-1000,NO
CUST355,David,-10,alice363@gmail.com,9876543210,India,70000,NO
CUST356,,25,mike489@gmail.com,9876543210,,-1000,NO
CUST357,David,35,sara893@gmail.com,9876543210,USA,-1000,NO
CUST358,John,-10,john90@gmail.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST359,David,200,emma490@yahoo.com,INVALID_PHONE,UnknownCountry,999999999,NO
CUST100,David,25,missingdomain@,123,,70000,YES
CUST361,Alice,35,alice848@company.com,INVALID_PHONE,India,-1000,NO
CUST362,David,35,david970@company.com,9876543210,India,50000,NO
CUST363,,-10,john82@gmail.com,123,UnknownCountry,999999999,NO
CUST364,Alice,-10,john402@gmail.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST365,David,Twenty,david818@yahoo.com,9876543210,UnknownCountry,70000,NO
CUST366,,Twenty,john900@company.com,9876543210,India,70000,NO
CUST367,John,200,john435@yahoo.com,INVALID_PHONE,USA,50000,NO
CUST368,David,25,john106@company.com,INVALID_PHONE,,-1000,NO
CUST369,John,200,john440@company.com,123,UnknownCountry,-1000,NO
CUST370,John,-10,alice375@yahoo.com,9876543210,UnknownCountry,999999999,NO
CUST371,John,Twenty,john505@company.com,123,UnknownCountry,70000,NO
CUST372,David,35,sara12@company.com,INVALID_PHONE,,70000,NO
CUST373,Alice,-10,emma563@gmail.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST374,John,Twenty,emma476@gmail.com,123,,-1000,NO
CUST375,John,25,david37@company.com,9876543210,,50000,NO
CUST376,,25,david570@company.com,INVALID_PHONE,India,-1000,NO
CUST377,John,35,john802@gmail.com,9876543210,UnknownCountry,70000,NO
CUST378,David,200,emma30@company.com,INVALID_PHONE,UnknownCountry,-1000,NO
CUST379,,-10,alice444@company.com,9876543210,UnknownCountry,50000,NO
CUST380,Alice,Twenty,david848@gmail.com,123,USA,-1000,NO
CUST381,,35,sara184@yahoo.com,9876543210,UnknownCountry,50000,NO
CUST382,,35,sara149@gmail.com,123,India,999999999,NO
CUST383,John,200,sara558@company.com,INVALID_PHONE,UnknownCountry,50000,NO
CUST384,,200,alice777@yahoo.com,9876543210,India,-1000,NO
CUST385,John,-10,mike934@company.com,INVALID_PHONE,,-1000,NO
CUST386,John,Twenty,mike252@yahoo.com,123,USA,50000,NO
CUST387,Alice,-10,mike176@yahoo.com,INVALID_PHONE,,-1000,NO
CUST388,John,35,mike928@gmail.com,INVALID_PHONE,,999999999,NO
CUST389,,-10,sara674@yahoo.com,INVALID_PHONE,UnknownCountry,70000,NO
CUST390,David,25,emma647@company.com,123,India,70000,NO
CUST391,,25,david83@gmail.com,INVALID_PHONE,India,50000,NO
CUST392,John,25,david589@yahoo.com,123,,999999999,NO
CUST393,,-10,david447@company.com,123,UnknownCountry,70000,NO
CUST394,John,25,mike531@gmail.com,9876543210,India,70000,NO
CUST395,David,25,david532@gmail.com,INVALID_PHONE,,50000,NO
